date,reason,duration,affiliation,status
10/14/2021,Research,0.5,Nursing,Student
10/14/2021,Other,1,Social Work,Other
10/13/2021,Research,1,Pharmacy,Other
10/13/2021,Class Assignment,0.5,Social Work,Student
10/13/2021,Class Assignment,0.5,Social Work,Student
10/13/2021,Other,0.25,Medicine,Student
10/12/2021,Class Assignment,0.5,Nursing,Student
10/12/2021,Class Assignment,0.25,Nursing,Student
10/12/2021,Class Assignment,0.25,Nursing,Student
10/12/2021,Research,0.5,UMMC,Staff
10/11/2021,Class Assignment,0.5,Social Work,Student
10/11/2021,Class Assignment,0.75,Nursing,Student
10/11/2021,Class Assignment,0.5,Nursing,Student
10/11/2021,Class Assignment,0.5,Nursing,Student
10/11/2021,Class Assignment,1,Social Work,Student
10/11/2021,Research,1,Medicine,Faculty
10/9/2021,Class Assignment,1,Nursing,Student
10/8/2021,Class Assignment,1,Nursing,Student
10/8/2021,Class Assignment,0.25,Nursing,Student
10/8/2021,Class Assignment,0.5,Nursing,Student
10/7/2021,Research,1,Social Work,Faculty
10/7/2021,Other,0.5,Medicine,Faculty
10/7/2021,Class Assignment,0.25,Nursing,Student
10/7/2021,Class Assignment,0.75,Nursing,Student
10/6/2021,Research,1,Social Work,Student
10/5/2021,Research,0.5,Pharmacy,Student
10/5/2021,Class Assignment,1,Social Work,Student
10/5/2021,Class Assignment,1,Social Work,Student
10/5/2021,Class Assignment,0.25,Pharmacy,Student
10/5/2021,Class Assignment,0.5,Nursing,Student
10/4/2021,Research,1,Pharmacy,Other
10/4/2021,Research,1,Other,Other
10/4/2021,Class Assignment,0.75,Nursing,Student
10/4/2021,Class Assignment,1,Nursing,Student
10/4/2021,Class Assignment,0.5,Nursing,Student
10/4/2021,Class Assignment,0.75,Nursing,Student
10/4/2021,Class Assignment,0.25,Nursing,Student
10/1/2021,Research,0.75,Social Work,Student
10/1/2021,Class Assignment,0.25,Pharmacy,Student
9/30/2021,Research,1,Medicine,Student
9/30/2021,Class Assignment,1,Social Work,Student
9/30/2021,Class Assignment,0.75,Nursing,Student
9/30/2021,Research,1,Nursing,Faculty
9/30/2021,Other,1,Nursing,Student
9/29/2021,Class Assignment,0.5,Nursing,Student
9/28/2021,Research,1,Nursing,Other
9/28/2021,Research,1,Nursing,Staff
9/28/2021,Class Assignment,0.5,Graduate School,Student
9/24/2021,Class Assignment,0.75,Social Work,Student
9/23/2021,Class Assignment,0.5,Social Work,Student
9/23/2021,Class Assignment,0.5,Nursing,Student
9/23/2021,Class Assignment,0.5,Nursing,Student
9/23/2021,Class Assignment,0.5,Nursing,Student
9/23/2021,Class Assignment,0.5,Nursing,Student
9/22/2021,Research,1,Medicine,Staff
9/22/2021,Research,0.25,Medicine,Staff
9/22/2021,Research,0.5,Nursing,Faculty
9/22/2021,Research,0.25,Nursing,Student
9/17/2021,Research,0.25,Social Work,Student
9/15/2021,Class Assignment,0.5,Pharmacy,Student
9/15/2021,Class Assignment,0.5,Nursing,Student
9/15/2021,Class Assignment,0.5,Nursing,Student
9/15/2021,Class Assignment,0.25,Nursing,Student
9/14/2021,Class Assignment,0.75,Nursing,Student
9/13/2021,Research,1,Dental,Student
9/13/2021,Class Assignment,0.5,Nursing,Student
9/9/2021,Research,1,Medicine,Student
9/9/2021,Research,0.25,Nursing,Faculty
9/9/2021,Class Assignment,0.25,Nursing,Student
9/9/2021,Research,0.75,Social Work,Faculty
9/9/2021,Other,1,Graduate School,Student
9/8/2021,Research,0.5,Nursing,Student
9/7/2021,Class Assignment,0.5,Nursing,Student
9/3/2021,Research,0.25,Medicine,Faculty
9/2/2021,Class Assignment,0.5,Nursing,Student
9/2/2021,Class Assignment,0.5,Nursing,Student
9/2/2021,Research,0.5,Social Work,Student
9/1/2021,Class Planning with Faculty,1,Social Work,Faculty
8/30/2021,Class Assignment,5,Nursing,Student
8/30/2021,Research,0.25,Pharmacy,Student
8/27/2021,Research,0.25,Nursing,Staff
8/26/2021,Research,0.25,Pharmacy,Student
8/26/2021,Research,0.5,Medicine,Faculty
8/18/2021,Research,0.75,Pharmacy,Other
8/17/2021,Other,0.5,UMMC,Staff
8/12/2021,Research,0.25,Nursing,Student
8/12/2021,Research,0.5,Pharmacy,Faculty
8/11/2021,Class Assignment,0.75,Nursing,Student
8/6/2021,Class Assignment,0.5,Medicine,Student
8/3/2021,Research,0.5,Medicine,Faculty
8/2/2021,Research,0.5,UMMC,Staff
7/30/2021,Research,1,Pharmacy,Student
7/30/2021,Class Assignment,1,Medicine,Student
7/30/2021,Research,0.5,Pharmacy,Faculty
7/28/2021,Other,0.5,Medicine,Student
7/28/2021,Research,0.25,Dental,Staff
7/27/2021,Research,1,Social Work,Faculty
7/27/2021,Research,0.5,Medicine,Staff
7/23/2021,Research,0.25,Pharmacy,Student
7/23/2021,Grant-Related,1,Medicine,Staff
7/23/2021,Class Assignment,0.75,Pharmacy,Student
7/23/2021,Research,1,Nursing,Staff
7/22/2021,Research,1,Pharmacy,Student
7/22/2021,Class Assignment,0.25,Nursing,Student
7/22/2021,Research,0.75,Social Work,Student
7/19/2021,Research,1.5,Dental,Student
7/16/2021,Research,0.75,Nursing,Student
7/14/2021,Research,1,Medicine,Faculty
7/13/2021,Research,1,Medicine,Other
7/13/2021,Research,0.75,Medicine,Student
7/12/2021,Class Assignment,1,Social Work,Student
7/12/2021,Class Assignment,1,Social Work,Student
7/9/2021,Research,1.5,Medicine,Other
7/8/2021,Class Assignment,0.5,Nursing,Student
7/7/2021,Research,1,Medicine,Faculty
7/7/2021,Research,0.5,Medicine,Student
7/6/2021,Research,1.5,Medicine,Student
7/6/2021,Research,1,Pharmacy,Student
7/5/2021,Class Assignment,0.5,Nursing,Student
7/1/2021,Research,0.25,Medicine,Faculty
7/1/2021,Research,0.25,Medicine,Student
7/1/2021,Research,1,Nursing,Faculty
6/30/2021,Research,0.25,Medicine,Student
6/29/2021,Research,0.5,Medicine,Faculty
6/28/2021,Class Assignment,0.5,Nursing,Student
6/24/2021,Research,0.5,Medicine,Student
6/24/2021,Class Assignment,0.5,Nursing,Student
6/24/2021,Class Assignment,0.5,Nursing,Student
6/24/2021,Other,1,UMB,Staff
6/23/2021,Other,0.5,UMB,Staff
6/23/2021,Research,0.5,Medicine,Faculty
6/23/2021,Research,1,Medicine,Faculty
6/23/2021,Class Assignment,0.5,Nursing,Student
6/22/2021,Other,0.5,UMB,Staff
6/22/2021,Research,0.5,Medicine,Staff
6/22/2021,Research,0.25,Nursing,Student
6/22/2021,Research,1,Nursing,Student
6/22/2021,Class Assignment,0.75,Nursing,Student
6/21/2021,Class Assignment,0.25,Nursing,Student
6/21/2021,Class Assignment,0.75,Social Work,Student
6/21/2021,Class Assignment,0.5,Nursing,Student
6/21/2021,Research,1,Dental,Faculty
6/21/2021,Class Assignment,0.5,Pharmacy,Student
6/21/2021,Class Assignment,0.25,Nursing,Student
6/18/2021,Research,0.5,Medicine,Student
6/18/2021,Research,0.5,UMMC,Staff
6/17/2021,Class Assignment,0.75,Nursing,Student
6/16/2021,Class Assignment,1,Social Work,Student
6/15/2021,Research,1,Dental,Faculty
6/14/2021,Class Assignment,1,Nursing,Student
6/10/2021,Research,0.75,UMB,Staff
6/10/2021,Class Assignment,0.5,Social Work,Student
6/9/2021,Research,0.5,Medicine,Faculty
6/9/2021,Grant-Related,0.75,Social Work,Student
6/9/2021,Class Assignment,0.5,Nursing,Student
6/4/2021,Research,0.5,Pharmacy,Student
6/3/2021,Class Assignment,0.5,Pharmacy,Student
6/2/2021,Class Assignment,0.5,Social Work,Student
6/2/2021,Class Assignment,1,Social Work,Student
6/1/2021,Other,1,Medicine,Student
5/27/2021,Research,0.25,Medicine,Faculty
5/21/2021,Class Assignment,0.5,Social Work,Student
5/21/2021,Other,0.5,Social Work,Staff
5/19/2021,Class Assignment,1,Social Work,Student
5/17/2021,Research,1,UMB,Staff
5/14/2021,Class Assignment,1.25,Social Work,Student
5/12/2021,Research,0.5,Medicine,Faculty
5/4/2021,Research,0.5,Nursing,Student
5/3/2021,Class Assignment,1,Nursing,Student
4/29/2021,Research,0.5,Medicine,Faculty
4/27/2021,Class Assignment,1,Dental,Student
4/26/2021,Research,0.25,Social Work,Faculty
4/26/2021,Research,0.5,Nursing,Faculty
4/23/2021,Class Assignment,0.5,Pharmacy,Student
4/23/2021,Research,0.25,Nursing,Faculty
4/22/2021,Class Assignment,0.75,Social Work,Student
4/20/2021,Other,0.5,Medicine,Faculty
4/19/2021,Research,1,Dental,Faculty
4/19/2021,Research,0.5,Nursing,Student
4/19/2021,Research,0.5,Nursing,Student
4/16/2021,Research,1.25,Pharmacy,Student
4/15/2021,Research,0.5,Medicine,Faculty
4/14/2021,Class Assignment,0.5,Nursing,Student
4/14/2021,Research,0.75,Pharmacy,Student
4/14/2021,Class Assignment,0.75,Pharmacy,Student
4/13/2021,Class Planning with Faculty,0.5,Pharmacy,Faculty
4/13/2021,Class Assignment,0.75,Pharmacy,Student
4/12/2021,Class Assignment,0.75,Pharmacy,Student
4/12/2021,Class Assignment,0.25,Social Work,Student
4/9/2021,Other,0.5,Social Work,Staff
4/9/2021,Class Assignment,0.25,Medicine,Student
4/8/2021,Class Assignment,0.75,Nursing,Student
4/7/2021,Research,0.3,Nursing,Faculty
4/6/2021,Class Assignment,1.25,Graduate School,Student
4/6/2021,Class Assignment,0.5,Medicine,Student
4/5/2021,Research,1,Pharmacy,Student
4/2/2021,Other,0.25,Medicine,Faculty
4/1/2021,Research,0.75,Pharmacy,Student
3/30/2021,Research,1,Dental,Student
3/30/2021,Class Assignment,0.75,Graduate School,Student
3/30/2021,Research,1,Social Work,Student
3/30/2021,Class Assignment,0.5,Nursing,Student
3/30/2021,Other,0.25,Nursing,Staff
3/29/2021,Class Assignment,1.25,Graduate School,Student
3/29/2021,Class Assignment,1,Dental,Student
3/26/2021,Class Assignment,0.75,Pharmacy,Student
3/26/2021,Class Assignment,0.5,Nursing,Student
3/25/2021,Class Assignment,0.25,Nursing,Student
3/25/2021,Class Assignment,0.5,Nursing,Student
3/24/2021,Class Assignment,1,Nursing,Student
3/24/2021,Research,0.75,Pharmacy,Student
3/23/2021,Class Assignment,0.25,Nursing,Student
3/23/2021,Class Assignment,0.5,Pharmacy,Student
3/22/2021,Research,0.5,Medicine,Faculty
3/22/2021,Research,0.5,Social Work,Faculty
3/22/2021,Class Assignment,0.5,Nursing,Student
3/22/2021,Class Assignment,0.5,Nursing,Student
3/22/2021,Research,0.5,Nursing,Student
3/22/2021,Research,0.25,Nursing,Faculty
3/19/2021,Class Assignment,0.25,Nursing,Student
3/19/2021,Class Assignment,0.75,Nursing,Student
3/19/2021,Class Assignment,0.5,Nursing,Student
3/18/2021,Research,0.5,Nursing,Student
3/18/2021,Class Assignment,0.25,Nursing,Student
3/18/2021,Research,0.5,Graduate School,Faculty
3/17/2021,Research,0.5,Medicine,Staff
3/16/2021,Research,1.5,Pharmacy,Student
3/16/2021,Class Assignment,0.5,Nursing,Student
3/16/2021,Class Assignment,0.25,Nursing,Student
3/15/2021,Research,1.5,UMMC,Other
3/15/2021,Class Assignment,0.5,Nursing,Student
3/15/2021,Research,0.25,Nursing,Student
3/15/2021,Class Assignment,0.5,Nursing,Student
3/12/2021,Class Assignment,0.5,Graduate School,Student
3/12/2021,Class Assignment,0.5,Graduate School,Student
3/12/2021,Class Assignment,0.25,Pharmacy,Student
3/12/2021,Class Assignment,0.5,Nursing,Student
3/12/2021,Research,0.5,Medicine,Faculty
3/12/2021,Class Assignment,0.5,Nursing,Student
3/11/2021,Class Assignment,0.25,Nursing,Student
3/11/2021,Class Assignment,0.25,Nursing,Student
3/11/2021,Research,0.5,Social Work,Student
3/11/2021,Class Assignment,0.5,Nursing,Student
3/11/2021,Class Assignment,0.5,Nursing,Student
3/11/2021,Class Assignment,0.25,Nursing,Student
3/11/2021,Class Assignment,0.5,Nursing,Student
3/11/2021,Class Assignment,0.5,Nursing,Student
3/10/2021,Class Assignment,0.75,Nursing,Student
3/10/2021,Class Assignment,0.5,Pharmacy,Student
3/10/2021,Research,0.5,Graduate School,Faculty
3/9/2021,Research,0.5,Medicine,Faculty
3/9/2021,Research,1,Nursing,Faculty
3/8/2021,Grant-Related,0.5,Social Work,Faculty
3/8/2021,Class Assignment,0.25,Nursing,Student
3/8/2021,Class Assignment,0.25,Nursing,Student
3/8/2021,Class Assignment,0.5,Nursing,Student
3/5/2021,Class Assignment,1,Nursing,Student
3/5/2021,Research,0.25,Dental,Student
3/5/2021,Class Assignment,0.5,Nursing,Student
3/5/2021,Research,0.5,Medicine,Faculty
3/5/2021,Research,0.5,UMMC,Staff
3/4/2021,Class Assignment,0.5,Nursing,Student
3/4/2021,Research,1,UMMC,Staff
3/4/2021,Class Assignment,0.5,Nursing,Student
3/3/2021,Class Assignment,0.5,Nursing,Student
3/3/2021,Research,1.5,Nursing,Faculty
3/3/2021,Research,0.5,Nursing,Student
3/2/2021,Class Assignment,0.25,Nursing,Student
3/2/2021,Class Assignment,0.25,Nursing,Student
3/2/2021,Class Assignment,0.25,Nursing,Student
3/2/2021,Class Assignment,0.5,Nursing,Student
3/1/2021,Other,0.5,Medicine,Student
3/1/2021,Other,0.5,Medicine,Faculty
2/25/2021,Class Assignment,0.75,Nursing,Student
2/25/2021,Research,1,Nursing,Staff
2/25/2021,Research,0.25,Nursing,Faculty
2/23/2021,Research,0.5,Medicine,Student
2/23/2021,Class Planning with Faculty,0.5,Nursing,Faculty
2/23/2021,Research,0.5,Social Work,Student
2/23/2021,Class Assignment,0.5,Nursing,Student
2/22/2021,Class Assignment,30,Nursing,Student
2/22/2021,Class Assignment,0.75,Social Work,Student
2/22/2021,Research,0.5,Nursing,Student
2/19/2021,Research,0.25,Medicine,Faculty
2/19/2021,Class Assignment,0.5,Graduate School,Student
2/19/2021,Class Assignment,0.75,Social Work,Student
2/18/2021,Class Assignment,0.5,Nursing,Student
2/17/2021,Research,1,Medicine,Staff
2/17/2021,Research,0.75,Pharmacy,Student
2/17/2021,Other,0.5,Medicine,Student
2/17/2021,Class Assignment,0.5,Nursing,Student
2/17/2021,Class Assignment,0.5,Nursing,Student
2/16/2021,Research,1.5,Medicine,Student
2/16/2021,Class Assignment,0.5,Nursing,Student
2/16/2021,Class Assignment,0.5,Nursing,Student
2/16/2021,Class Assignment,0.5,Social Work,Student
2/15/2021,Class Planning with Faculty,1.5,Graduate School,Faculty
2/15/2021,Class Assignment,1,Social Work,Student
2/15/2021,Class Assignment,0.75,Nursing,Student
2/15/2021,Class Assignment,0.5,Nursing,Student
2/15/2021,Research,0.25,Nursing,Student
2/15/2021,Class Assignment,0.75,Nursing,Student
2/15/2021,Research,0.75,Social Work,Student
2/12/2021,Other,0.75,Medicine,Faculty
2/12/2021,Class Assignment,0.5,Nursing,Student
2/12/2021,Other,0.5,Nursing,Student
2/11/2021,Class Assignment,0.75,Nursing,Student
2/11/2021,Class Assignment,0.5,Nursing,Student
2/11/2021,Class Assignment,0.25,Nursing,Student
2/11/2021,Research,1,Nursing,Student
2/10/2021,Class Assignment,0.5,Social Work,Student
2/10/2021,Class Assignment,1,Nursing,Student
2/10/2021,Research,1,Graduate School,Student
2/10/2021,Other,0.25,Nursing,Faculty
2/10/2021,Research,0.25,Nursing,Student
2/10/2021,Research,0.5,Nursing,Student
2/10/2021,Class Assignment,0.5,Pharmacy,Student
2/9/2021,Research,1,Other,Staff
2/9/2021,Research,0.5,Nursing,Student
2/9/2021,Class Assignment,0.5,Nursing,Student
2/9/2021,Class Assignment,0.5,Nursing,Student
2/9/2021,Class Assignment,0.4,Nursing,Student
2/9/2021,Research,0.5,Nursing,Student
2/9/2021,Other,0.75,Medicine,Student
2/9/2021,Class Assignment,0.5,Social Work,Student
2/9/2021,Research,0.5,Medicine,Staff
2/8/2021,Research,1,Social Work,Student
2/8/2021,Class Assignment,0.5,Nursing,Student
2/5/2021,Research,1,Social Work,Student
2/5/2021,Class Assignment,0.25,Nursing,Student
2/5/2021,Class Assignment,0.25,Nursing,Student
2/4/2021,Research,0.5,Medicine,Faculty
2/4/2021,Class Assignment,1,Nursing,Student
2/4/2021,Other,0.5,Nursing,Student
2/4/2021,Class Assignment,0.75,Nursing,Student
2/4/2021,Class Assignment,0.5,Medicine,Student
2/3/2021,Class Assignment,0.25,Nursing,Student
2/2/2021,Research,0.5,Social Work,Student
2/1/2021,Research,0.25,UMMC,Staff
2/1/2021,Research,0.25,Medicine,Student
2/1/2021,Class Assignment,0.75,Nursing,Student
2/1/2021,Class Assignment,0.75,Nursing,Student
1/28/2021,Class Assignment,0.5,Social Work,Student
1/28/2021,Research,0.75,Social Work,Student
1/28/2021,Research,0.25,Nursing,Student
1/28/2021,Other,0.5,Nursing,Faculty
1/27/2021,Other,0.5,UMMC,Staff
1/27/2021,Class Assignment,1,Pharmacy,Student
1/26/2021,Research,0.75,Social Work,Faculty
1/21/2021,Other,0.5,Medicine,Staff
1/21/2021,Class Assignment,3,Dental,Student
1/21/2021,Research,1,UMMC,Faculty
1/21/2021,Research,0.5,Nursing,Other
1/21/2021,Research,0.25,Nursing,Student
1/15/2021,Other,1,Medicine,Other
1/14/2021,Class Assignment,0.5,Nursing,Student
1/14/2021,Class Assignment,0.5,Pharmacy,Student
1/12/2021,Other,0.5,Medicine,Faculty
1/11/2021,Other,0.5,Medicine,Faculty
1/11/2021,Class Assignment,1,Nursing,Student
1/11/2021,Class Assignment,0.75,Nursing,Student
1/8/2021,Class Assignment,0.25,Pharmacy,Student
1/8/2021,Class Assignment,0.75,Nursing,Student
1/7/2021,Research,0.5,Nursing,Student
1/6/2021,Research,0.25,Medicine,Faculty
12/24/2020,Research,0.5,Nursing,Student
12/23/2020,Research,0.25,Nursing,Student
12/22/2020,Class Assignment,0.25,Nursing,Student
12/18/2020,Research,0.25,Medicine,Staff
12/18/2020,Research,0.5,Medicine,Staff
12/16/2020,Class Assignment,0.5,Nursing,Student
12/16/2020,Class Assignment,0.5,Nursing,Student
12/15/2020,Other,0.5,Medicine,Faculty
12/10/2020,Research,0.75,Pharmacy,Staff
12/10/2020,Research,0.25,UMMC,Other
12/10/2020,Research,0.5,Nursing,Student
12/9/2020,Research,0.75,UMMC,Staff
12/9/2020,Class Assignment,0.5,Nursing,Student
12/9/2020,Class Planning with Faculty,0.25,Pharmacy,Faculty
12/7/2020,Research,0.5,Social Work,Faculty
12/3/2020,Research,0.5,Pharmacy,Staff
12/2/2020,Class Assignment,0.75,Nursing,Student
12/1/2020,Class Assignment,0.75,Nursing,Student
11/20/2020,Class Assignment,1,Nursing,Student
11/20/2020,Research,0.5,Pharmacy,Staff
11/19/2020,Class Assignment,0.5,Nursing,Student
11/19/2020,Class Assignment,0.5,Nursing,Student
11/19/2020,Research,0.5,Pharmacy,Student
11/17/2020,Class Planning with Faculty,0.75,Medicine,Faculty
11/17/2020,Class Assignment,0.5,Nursing,Student
11/17/2020,Research,0.5,Medicine,Student
11/13/2020,Research,1,Medicine,Faculty
11/13/2020,Class Assignment,0.5,Pharmacy,Student
11/12/2020,Research,0.5,Pharmacy,Student
11/11/2020,Research,0.5,Medicine,Staff
11/11/2020,Class Assignment,1,Nursing,Student
11/10/2020,Class Assignment,0.75,Nursing,Student
11/9/2020,Research,0.5,Medicine,Staff
11/9/2020,Class Assignment,0.5,Social Work,Student
11/9/2020,Class Assignment,0.75,Graduate School,Student
11/9/2020,Class Assignment,0.5,UMMC,Staff
11/6/2020,Research,0.5,Nursing,Student
11/6/2020,Class Assignment,0.5,Nursing,Student
11/5/2020,Research,0.5,Medicine,Staff
11/5/2020,Class Assignment,1,Social Work,Student
11/4/2020,Research,0.5,Nursing,Staff
11/4/2020,Class Assignment,0.5,Medicine,Student
11/4/2020,Class Assignment,0.5,Nursing,Student
11/3/2020,Research,0.5,Medicine,Staff
11/2/2020,Class Assignment,0.5,Nursing,Student
11/2/2020,Class Assignment,0.5,Graduate School,Student
11/2/2020,Class Assignment,0.5,Nursing,Student
10/30/2020,Grant-Related,0.75,Social Work,Faculty
10/30/2020,Research,0.5,UMMC,Staff
10/30/2020,Class Assignment,1,Nursing,Student
10/29/2020,Research,0.5,Medicine,Staff
10/29/2020,Class Assignment,0.5,Nursing,Student
10/28/2020,Research,0.5,Medicine,Student
10/28/2020,Class Assignment,0.5,Nursing,Student
10/27/2020,Class Assignment,0.75,Nursing,Student
10/27/2020,Class Assignment,0.25,Nursing,Student
10/27/2020,Class Assignment,0.5,Nursing,Student
10/23/2020,Research,0.5,UMMC,Staff
10/23/2020,Class Assignment,0.75,Nursing,Student
10/23/2020,Class Assignment,0.5,Nursing,Student
10/23/2020,Class Assignment,0.5,Nursing,Student
10/22/2020,Class Assignment,0.75,Nursing,Student
10/20/2020,Other,0.5,Social Work,Student
10/19/2020,Class Assignment,0.75,Nursing,Student
10/19/2020,Class Assignment,0.75,Nursing,Student
10/19/2020,Class Assignment,0.5,Medicine,Student
10/16/2020,Research,0.5,Dental,Student
10/16/2020,Class Assignment,0.5,Nursing,Student
10/14/2020,Class Assignment,0.75,Nursing,Student
10/14/2020,Class Assignment,0.75,Nursing,Student
10/14/2020,Class Assignment,0.5,Nursing,Student
10/13/2020,Class Assignment,0.5,Nursing,Student
10/13/2020,Class Assignment,0.75,Nursing,Student
10/13/2020,Class Assignment,0.5,Nursing,Student
10/13/2020,Class Assignment,0.5,Nursing,Student
10/13/2020,Class Assignment,0.5,Nursing,Student
10/13/2020,Class Assignment,0.5,Social Work,Student
10/12/2020,Class Assignment,0.5,Nursing,Student
10/12/2020,Class Assignment,0.5,Nursing,Student
10/12/2020,Class Assignment,0.5,Pharmacy,Student
10/12/2020,Class Assignment,0.25,Nursing,Student
10/9/2020,Research,2,Medicine,Staff
10/9/2020,Class Assignment,0.25,Nursing,Student
10/9/2020,Class Assignment,1,Social Work,Student
10/9/2020,Class Assignment,0.75,Nursing,Student
10/8/2020,Class Assignment,0.5,Nursing,Student
10/8/2020,Research,0.5,Nursing,Student
10/8/2020,Class Assignment,0.75,Nursing,Student
10/7/2020,Research,0.5,Dental,Faculty
10/7/2020,Research,1,Social Work,Faculty
10/7/2020,Research,0.5,Medicine,Staff
10/7/2020,Class Assignment,0.5,Pharmacy,Student
10/6/2020,Class Assignment,1,Nursing,Student
10/6/2020,Class Assignment,0.5,Nursing,Student
10/6/2020,Class Assignment,1,Nursing,Student
10/6/2020,Other,0.5,Nursing,Faculty
10/6/2020,Class Assignment,0.5,Pharmacy,Student
10/5/2020,Class Assignment,0.75,Social Work,Student
10/5/2020,Research,1,Social Work,Staff
10/2/2020,Class Assignment,0.5,Pharmacy,Student
9/30/2020,Research,0.5,Dental,Staff
9/30/2020,Class Assignment,1,Social Work,Student
9/29/2020,Class Assignment,0.75,Nursing,Student
9/29/2020,Class Assignment,1,Dental,Student
9/28/2020,Class Assignment,0.75,Nursing,Student
9/28/2020,Class Assignment,0.5,Nursing,Student
9/28/2020,Research,0.5,Nursing,Student
9/25/2020,Class Assignment,1,Nursing,Student
9/25/2020,Research,0.5,UMMC,Staff
9/24/2020,Research,0.5,Nursing,Student
9/23/2020,Research,1.5,Social Work,Student
9/23/2020,Class Assignment,0.25,Social Work,Student
9/23/2020,Class Assignment,0.5,Social Work,Student
9/23/2020,Class Assignment,1,Social Work,Student
9/22/2020,Class Assignment,0.5,Social Work,Student
9/22/2020,Class Assignment,0.75,Social Work,Student
9/22/2020,Class Assignment,0.75,Social Work,Student
9/21/2020,Class Assignment,1,Nursing,Student
9/21/2020,Class Assignment,1,Nursing,Faculty
9/21/2020,Research,0.5,Social Work,Student
9/21/2020,Class Assignment,0.5,Social Work,Student
9/21/2020,Research,0.75,Social Work,Faculty
9/21/2020,Class Assignment,1,Social Work,Student
9/21/2020,Research,0.5,Social Work,Student
9/18/2020,Grant-Related,0.5,Medicine,Faculty
9/17/2020,Class Planning with Faculty,0.75,Pharmacy,Faculty
9/17/2020,Class Assignment,0.25,Nursing,Student
9/16/2020,Research,0.5,Medicine,Staff
9/16/2020,Class Assignment,0.5,Nursing,Student
9/16/2020,Class Assignment,0.5,Nursing,Student
9/16/2020,Research,0.25,Nursing,Student
9/15/2020,Class Assignment,0.25,Nursing,Student
9/15/2020,Grant-Related,0.25,Pharmacy,Staff
9/14/2020,Research,0.25,Nursing,Student
9/14/2020,Other,1,Social Work,Student
9/14/2020,Research,0.5,Medicine,Staff
9/11/2020,Other,0.5,UMMC,Other
9/11/2020,Class Assignment,0.75,Pharmacy,Student
9/10/2020,Class Assignment,0.5,Nursing,Student
9/10/2020,Research,0.25,Pharmacy,Student
9/10/2020,Class Assignment,0.25,Pharmacy,Student
9/9/2020,Class Assignment,0.25,Nursing,Student
9/8/2020,Class Assignment,1,Nursing,Student
9/8/2020,Class Assignment,0.75,Pharmacy,Student
9/8/2020,Class Assignment,0.5,Medicine,Student
9/8/2020,Research,0.5,UMMC,Staff
9/8/2020,Other,0.5,Medicine,Student
9/8/2020,Other,0.25,Graduate School,Student
9/4/2020,Class Assignment,0.75,Pharmacy,Student
9/4/2020,Research,1,Social Work,Student
9/4/2020,Class Assignment,0.75,Pharmacy,Student
9/3/2020,Class Assignment,0.25,Pharmacy,Student
9/2/2020,Class Assignment,0.25,Pharmacy,Student
9/1/2020,Research,1,Medicine,Staff
9/1/2020,Class Assignment,0.25,Nursing,Student
8/31/2020,Class Assignment,1,Nursing,Student
8/31/2020,Research,1,Medicine,Staff
8/31/2020,Research,1,Nursing,Faculty
8/27/2020,Class Assignment,0.5,Nursing,Student
8/27/2020,Research,0.5,Medicine,Staff
8/26/2020,Class Assignment,0.5,Nursing,Student
8/25/2020,Other,1,Other,Other
8/24/2020,Research,0.25,Graduate School,Faculty
8/24/2020,Other,0.5,Pharmacy,Staff
8/19/2020,Class Assignment,0.5,Nursing,Student
8/14/2020,Research,0.5,UMMC,Staff
8/13/2020,Research,1,Other,Faculty
8/13/2020,Research,1,Social Work,Student
8/12/2020,Class Assignment,1,Nursing,Student
8/11/2020,Research,1,Social Work,Student
8/10/2020,Research,1,Medicine,Faculty
8/7/2020,Research,0.25,UMMC,Faculty
8/4/2020,Research,0.5,Dental,Student
8/4/2020,Other,0.5,Medicine,Staff
8/4/2020,Research,1,UMMC,Staff
8/3/2020,Other,0.25,Pharmacy,Faculty
8/3/2020,Research,0.5,Medicine,Student
8/3/2020,Research,0.5,Medicine,Student
7/31/2020,Class Assignment,1,Nursing,Student
7/30/2020,Other,0.5,Medicine,Student
7/29/2020,Research,1,Social Work,Student
7/29/2020,Class Assignment,0.75,Nursing,Student
7/24/2020,Other,0.5,Dental,Student
7/24/2020,Research,0.5,Medicine,Other
7/24/2020,Class Assignment,1,Nursing,Student
7/23/2020,Research,0.5,Dental,Student
7/23/2020,Research,0.75,Social Work,Student
7/20/2020,Other,0.25,Medicine,Staff
7/20/2020,Research,0.5,Dental,Student
7/20/2020,Class Assignment,0.25,Nursing,Student
7/16/2020,Research,0.5,Social Work,Faculty
7/16/2020,Research,1,Social Work,Student
7/15/2020,Research,0.5,Social Work,Faculty
7/14/2020,Other,1,Nursing,Faculty
7/8/2020,Class Assignment,0.5,Nursing,Student
7/8/2020,Research,1,Pharmacy,Student
7/6/2020,Other,0.5,Other,Faculty
7/2/2020,Research,0.5,Other,Faculty
6/29/2020,Research,1,Medicine,Student
6/29/2020,Class Assignment,0.5,Nursing,Student
6/26/2020,Class Assignment,0.75,Nursing,Student
6/25/2020,Other,0.25,Medicine,Staff
6/25/2020,Research,0.5,UMMC,Staff
6/25/2020,Class Assignment,0.5,Nursing,Student
6/24/2020,Research,0.5,Medicine,Staff
6/24/2020,Other,1.5,Other,Student
6/24/2020,Other,0.5,Nursing,Faculty
6/23/2020,Other,0.5,Medicine,Student
6/22/2020,Class Assignment,0.5,Nursing,Student
